label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
4	522 mph	0.72 kg/s		reptile	0.4659 m^2	576	0.3538	0.2459	102 kg/s	pig	0.6248	561 m^3
0	124 mph	0.1413 kg/s		rabbit	0.9104 m^2	548	0.7056	0.4163	130 kg/s	reptile	0.8172	150 m^3
4	612 mph	0.2992 kg/s	Long Beach	cat	0.4405 m^2	548	0.2637	0.2223	312 kg/s	pig	0.4838	354 m^3
4	827 mph	0.7594 kg/s	Santa Clarita	cat	0.5263 m^2	567	0.4658	0.5104	326 kg/s	pig	0.5894	362 m^3
5	201 mph	0.8675 kg/s	Long Beach	hamster	0.078 m^2	173	1.2114	0.9595	370 kg/s	chicken	0.7507	881 m^3
2	844 mph	0.2077 kg/s	Los Angeles	bird	0.215 m^2	185	0.2467	0.9873	413 kg/s	fish	0.622	362 m^3
5	64 mph	0.7232 kg/s	Oakland	HAMSTER	0.1799 m^2	-176	0.9959	0.73	654 kg/s	chicken	0.6836	689 m^3
2	882 mph	0.0713 kg/s	Sacramento	reptile	0.238 m^2	23	0.2432	1.0785	676 kg/s	fish	0.7687	674 m^3
3	301 mph	0.6253 kg/s	San Francisco	pig	0.7582 m^2	1006	-0.0151	0.2375	932 kg/s	Bird	0.2767	693 m^3
4	585 mph	0.7313 kg/s	Chula Vista	chicken	0.3802 m^2	325	0.2109	0.4314	365 kg/s	pig	0.5946	346 m^3
5	146 mph	0.7034 kg/s	Oakland	rat	0.4064 m^2	47	0.9677	0.7635	925 kg/s	cat	0.6404	744 m^3
1	1114 mph	0.2309 kg/s	Irvine	ferret	0.6813 m^2	440	0.6931	0.4676	642 kg/s	guinea pig	0.0046	306 m^3
0	194 mph	0.3213 kg/s	San Jose	guinea pig	0.8526 m^2	741	0.7388	0.4946	226 kg/s	hamster	0.6593	179 m^3
3	447 mph	0.3613 kg/s	San Jose	pig	0.7272 m^2	648	0.1391	0.1476	913 kg/s	bird	0.3188	956 m^3
5	-294 mph	0.8076 kg/s	Long Beach	hamster	0.1705 m^2	280	0.7031	1.0629	640 kg/s	chicken	0.6515	952 m^3
5	99 mph	0.6938 kg/s	San Jose	hamster	0.2424 m^2	75	0.94	0.7232	709 kg/s	cat	0.6953	891 m^3
2	780 mph	0.1244 kg/s	Anaheim	reptile	0.2626 m^2	331	0.2183	1.0399	153 kg/s	fish	0.3515	418 m^3
1	1061 mph	0.3528 kg/s	?	ferret	0.7327 m^2	772	0.5358	0.3366	694 kg/s	guinea pig	0.3469	426 m^3
0	346 mph	0.3016 kg/s	San Jose	rabbit	?	550	0.6043	0.5881	35 kg/s	hamster	0.7503	146 m^3
5	116 mph	0.8161 kg/s	Oakland	hamster	0.039 m^2	62	1.1169	0.9074	769 kg/s	chicken	0.9528	787 m^3
1	931 mph	0.5424 kg/s	Irvine	ferret	0.9001 m^2	597	0.3571	0.4803	501 kg/s	guinea pig	0.2491	223 m^3
3	309 mph	0.8921 kg/s	San Francisco	dog, pig	0.8067 m^2	1103	-0.2073	0.0234	816 kg/s	RAT	0.2987	1039 m^3
5	-12 mph	0.9251 kg/s	Long Beach	hamster	0.0655 m^2	-124	1.0192	0.9585	682 kg/s	chicken	0.846	869 m^3
3	353 mph	0.6069 kg/s	San Francisco	dog, fish	0.6324 m^2	1030	0.1624	0.052	840 kg/s	chicken	0.2771	687 m^3
2	719 mph	-0.0066 kg/s	Fresno	bird	0.2852 m^2	-24	-0.0031	1.1994	452 kg/s	dog	0.5201	692 m^3
5	-56 mph	0.8828 kg/s	Long Beach	rat	0.2653 m^2	220	0.9624	0.65	872 kg/s	guinea pig	0.9097	815 m^3
4	749 mph	0.7637 kg/s	Riverside	chicken	0.5489 m^2	822	0.1286	0.4007	187 kg/s	pig	0.6363	532 m^3
2	715 mph	-0.0121 kg/s	Los Angeles	bird	0.1735 m^2	407	0.2391	1.024	353 kg/s	dog	0.3774	703 m^3
0	208 mph	None	San Jose	chicken	0.8664 m^2	477	0.6074	0.5105	-79 kg/s	hamster	0.8814	-169 m^3
5	202 mph	0.7052 kg/s	Long Beach	hamster	0.2771 m^2	108	1.2412	0.8326	972 kg/s	rabbit	0.4403	754 m^3
1	988 mph	0.3731 kg/s	Irvine	ferret	0.8146 m^2	283	0.6798	0.6629	596 kg/s	guinea pig	0.0076	151 m^3
1	880 mph	0.5459 kg/s	Riverside	FERRET	0.8408 m^2	381	0.6789	0.3666	679 kg/s	guinea pig	0.1694	416 m^3
4	652 mph	0.7303 kg/s	Bakersfield	chicken	0.5458 m^2	420	0.465	0.3133	-13 kg/s	ferret	0.6243	519 m^3
4	510 mph	0.6256 kg/s	Santa Clarita	cat	0.1813 m^2	557	0.4295	0.2897	481 kg/s	pig	0.6486	178 m^3
3	459 mph	0.6053 kg/s	San Francisco	dog, pig	0.6519 m^2	818	-0.0327	0.3258	985 kg/s	BIRD	0.3709	1031 m^3
3	505 mph	0.5066 kg/s	San Francisco	dog	0.6511 m^2	938	0.0792	0.0746	823 kg/s	bird	0.0861	1182 m^3
0	243 mph	0.1892 kg/s	San Jose	rabbit	0.6077 m^2	771	0.664	0.6888	84 kg/s	reptile	0.8968	62 m^3
2	674 mph	0.0886 kg/s	Los Angeles	reptile	0.1507 m^2	199	0.3113	0.8164	-72 kg/s	dog	0.6287	856 m^3
5	76 mph	0.8143 kg/s	Long Beach	hamster	0.2306 m^2	235	0.9148	0.6839	563 kg/s	chicken	0.6796	854 m^3
5	147 mph	0.7606 kg/s	Long Beach	rat	0.1388 m^2	94	0.8049	0.8605	553 kg/s	rabbit	0.5997	683 m^3
1	1007 mph	0.3826 kg/s	Riverside	ferret	0.7297 m^2	707	0.7015	0.4206	488 kg/s	guinea pig	0.0933	572 m^3
4	473 mph	0.6339 kg/s	Santa Clarita	cat	0.5616 m^2	353	0.5026	0.2914	395 kg/s	pig	0.6553	434 m^3
0	233 mph	0.2168 kg/s	San Jose	rabbit	1.1288 m^2	None	0.9345	0.5883	-131 kg/s	reptile	0.8127	194 m^3
2	641 mph	0.0429 kg/s	Santa Ana	reptile	0.3678 m^2	316	-0.0474	1.0025	332 kg/s	dog	0.5268	514 m^3
4	752 mph	0.5793 kg/s	Oakland	cat	0.6072 m^2	522	0.5689	0.5102	356 kg/s	FERRET	0.6074	284 m^3
5	104 mph	0.7773 kg/s	Long Beach	rat	0.0847 m^2	-83	1.1458	0.9115	674 kg/s	chicken	0.723	698 m^3
5	30 mph	0.9256 kg/s	Oakland	rat	0.1339 m^2	252	1.1331	0.6973	644 kg/s	cat	0.7247	849 m^3
1	952 mph	0.5102 kg/s	Anaheim	ferret	1.0962 m^2	344	0.6379	0.5333	707 kg/s	guinea pig	0.0841	509 m^3
2	749 mph	0.0228 kg/s	Santa Ana	reptile	0.2228 m^2	100	0.1032	0.962	9 kg/s	dog	0.4671	780 m^3
2	816 mph	-0.1414 kg/s	Long Beach	bird	0.2742 m^2	397	0.2743	0.7873	623 kg/s	dog	0.5719	531 m^3
3	454 mph	0.3247 kg/s	Fremont	fish	0.7737 m^2	1352	-0.0878	0.0411	664 kg/s	rat	0.1476	1077 m^3
1	1046 mph	0.2722 kg/s	Riverside	ferret	0.9929 m^2	564	0.5114	0.5247	337 kg/s	guinea pig	0.1969	444 m^3
3	537 mph	0.6875 kg/s	SAN FRANCISCO	None	0.5209 m^2	1061	0.0256	0.0075	686 kg/s	Bird	0.1154	906 m^3
3	197 mph	0.6199 kg/s	San Francisco	Pig	0.7645 m^2	787	0.0405	0.126	830 kg/s	bird	0.1679	608 m^3
1	977 mph	0.6016 kg/s	Riverside	ferret	0.5815 m^2	339	0.7406	0.3988	621 kg/s	guinea pig	0.0679	355 m^3
1	1020 mph	0.1668 kg/s	Fremont	n/a	0.7301 m^2	385	0.386	0.3433	689 kg/s	guinea pig	0.1513	331 m^3
2	576 mph	0.0386 kg/s	San Diego	bird	0.4099 m^2	281	0.1642	1.1641	284 kg/s	dog	0.5758	637 m^3
4	616 mph	NULL	Chula Vista	cat	0.4728 m^2	280	0.3321	0.2257	389 kg/s	pig	0.605	358 m^3
4	739 mph	0.7136 kg/s	Bakersfield	chicken	0.5058 m^2	240	0.5681	0.2776	248 kg/s	ferret	0.7276	492 m^3
2	700 mph	-0.1263 kg/s	Santa Ana	reptile	0.2859 m^2	213	0.3205	1.0137	343 kg/s	dog	0.7234	621 m^3
3	337 mph	0.5592 kg/s	San Jose	dog	0.5015 m^2	931	0.19	0.2114	832 kg/s	rat	0.3721	820 m^3
5	17 mph	0.8808 kg/s	Long Beach	rat	0.4096 m^2	-58	1.08	0.678	494 kg/s	rabbit	0.7342	715 m^3
0	146 mph	0.3302 kg/s	San Jose	rabbit	0.9637 m^2	726	0.7097	0.6223	49 kg/s	hamster	0.7182	221 m^3
5	-52 mph	0.7675 kg/s	San Francisco	hamster	-0.0115 m^2	105	0.7817	0.69	789 kg/s	rabbit	0.6746	858 m^3
0	173 mph	0.2768 kg/s	San Jose	rabbit	0.9453 m^2	832	0.3052	0.5847	175 kg/s	hamster	0.88	151 m^3
1	1082 mph	0.5211 kg/s	San Francisco	ferret	0.6782 m^2	529	0.5723	0.5768	747 kg/s	guinea pig	0.1904	514 m^3
0	369 mph	0.2815 kg/s	Oakland	rabbit	1.0245 m^2	957	0.7872	0.527	628 kg/s	reptile	0.886	112 m^3
5	-82 mph	0.9863 kg/s	Oakland	rat	0.1572 m^2	-138	0.965	0.7755	884 kg/s	rabbit	0.8302	658 m^3
4	629 mph	0.3861 kg/s	Moreno Valley	chicken	0.3501 m^2	505	0.2479	0.281	139 kg/s	ferret	0.7335	588 m^3
2	740 mph	0.0941 kg/s	Modesto	reptile	0.3749 m^2	-61	0.183	0.918	545 kg/s	dog	0.4872	686 m^3
5	43 mph	1.1751 kg/s	Oakland	rat	-0.1253 m^2	208	1.064	0.9255	989 kg/s	chicken	0.7316	901 m^3
2	616 mph	-0.1341 kg/s	San Diego	bird	0.3731 m^2	397	-0.0757	1.0646	303 kg/s	dog	0.2964	830 m^3
3	341 mph	0.4009 kg/s	Fremont	pig	0.7416 m^2	1142	0.0947	0.0876	1147 kg/s	bird	0.1615	908 m^3
1	1100 mph	0.4328 kg/s	rIVERSIDE	ferret	0.6513 m^2	348	0.7807	0.3602	540 kg/s	guinea pig	0.1978	147 m^3
1	1078 mph	0.2927 kg/s	NULL	ferret	0.7627 m^2	705	0.4165	0.1001	538 kg/s	guinea pig	0.0215	168 m^3
4	576 mph	0.5708 kg/s	Bakersfield	cat	0.6862 m^2	425	0.546	0.3285	388 kg/s	pig	0.6582	196 m^3
3	390 mph	0.6718 kg/s	San Francisco	fish	0.6217 m^2	979	-0.3502	0.2174	902 kg/s	rat	0.2549	739 m^3
1	1204 mph	0.1518 kg/s	Anaheim	ferret	0.852 m^2	300	0.6284	0.3916	798 kg/s	guinea pig	0.055	314 m^3
3	654 mph	0.5192 kg/s	Fremont	fish, pig	0.8391 m^2	1229	0.1562	0.151	715 kg/s	BIRD	0.2703	1132 m^3
3	220 mph	0.7475 kg/s	Fremont	pig, fish	0.5895 m^2	956	0.4084	0.2404	1060 kg/s	bird	0.1403	1101 m^3
0	518 mph	0.2575 kg/s	San Jose	guinea pig	0.9446 m^2	435	0.7734	0.6458	299 kg/s	reptile	0.8139	-128 m^3
5	4 mph	1.2568 kg/s	Long Beach	rat	0.2854 m^2	92	0.7529	0.8493	680 kg/s	rabbit	0.7652	687 m^3
5	209 mph	0.7564 kg/s	Oakland	rat	0.1975 m^2	99	0.9846	0.9621	802 kg/s	rabbit	0.7605	557 m^3
0	239 mph	0.3063 kg/s	San Diego	rabbit	0.9892 m^2	530	0.7205	0.6188	-10 kg/s	reptile	0.8454	-56 m^3
4	654 mph	0.5614 kg/s	Chula Vista	chicken	0.4643 m^2	373	0.5823	0.4165	156 kg/s	pig	0.2703	276 m^3
3	419 mph	0.6924 kg/s	San Francisco	pig	0.8362 m^2	1170	0.2298	0.0517	1289 kg/s	bird	0.4722	901 m^3
3	308 mph	0.356 kg/s	Fremont	dog	0.6676 m^2	978	0.0729	0.3208	705 kg/s	bird	0.2477	999 m^3
2	764 mph	0.1363 kg/s	Modesto	reptile	0.5477 m^2	54	0.299	0.9169	211 kg/s	dog	0.3182	817 m^3
0	325 mph	0.3636 kg/s	San Jose	guinea pig	1.1411 m^2	810	0.7843	0.4091	-79 kg/s	hamster	0.8809	217 m^3
5	326 mph	0.9565 kg/s	Oakland	rat	?	199	0.8229	0.6073	1124 kg/s	rabbit	0.6812	945 m^3
4	418 mph	0.8015 kg/s	San Bernardino	cat	0.5612 m^2	425	0.6557	0.1394	264 kg/s	pig	0.4772	354 m^3
5	217 mph	0.9057 kg/s	Long Beach	rat	?	-304	0.9086	0.9882	633 kg/s	cat	0.9198	862 m^3
3	547 mph	0.432 kg/s	Los Angeles	fish, dog	0.6814 m^2	867	0.285	0.0626	884 kg/s	bird	0.3116	994 m^3
3	319 mph	0.526 kg/s	Fremont	dog	0.7539 m^2	1002	-0.1753	n/a	841 kg/s	bird	0.3216	917 m^3
2	740 mph	0.0569 kg/s	Santa Ana	bird	0.2591 m^2	498	0.3482	0.8964	195 kg/s	fish	0.3865	567 m^3
5	62 mph	0.7739 kg/s	Oakland	rat	N/A	-85	0.9404	0.8298	616 kg/s	cat	0.7755	768 m^3
0	274 mph	0.2059 kg/s	San Jose	guinea pig	1.1542 m^2	1158	0.6586	0.7189	-56 kg/s	pig	0.6964	82 m^3
1	934 mph	0.2889 kg/s	Riverside	ferret	0.8967 m^2	288	0.7724	0.3986	669 kg/s	guinea pig	0.2065	281 m^3
4	599 mph	0.4309 kg/s	Chula Vista	chicken	0.606 m^2	637	0.547	0.3982	1 kg/s	cat	0.7389	145 m^3
5	141 mph	0.8891 kg/s	Oakland	rat	0.2494 m^2	118	0.7811	0.8444	813 kg/s	chicken	0.8442	741 m^3
0	218 mph	0.4086 kg/s	San Jose	guinea pig	0.9085 m^2	681	0.8378	0.6627	264 kg/s	hamster	0.8314	277 m^3
5	240 mph	0.7799 kg/s	Long Beach	hamster	-0.2225 m^2	-124	0.7195	0.8947	1022 kg/s	rabbit	0.8248	682 m^3
1	947 mph	0.499 kg/s	Irvine	ferret	0.7693 m^2	282	0.6621	0.4607	677 kg/s	guinea pig	0.3008	471 m^3
1	840 mph	0.5642 kg/s	Riverside	ferret	0.4833 m^2	743	0.7305	0.5561	740 kg/s	guinea pig	0.1342	508 m^3
5	-111 mph	0.8737 kg/s	Long Beach	hamster	-0.09 m^2	-50	0.8378	1.0118	810 kg/s	cat	0.7119	632 m^3
4	329 mph	0.6451 kg/s	Moreno Valley	cat	0.3197 m^2	432	0.673	0.1845	256 kg/s	pig	0.67	308 m^3
2	778 mph	0.2255 kg/s	Sacramento	bird	0.2951 m^2	127	0.0562	1.0912	310 kg/s	fish	0.5194	921 m^3
1	862 mph	0.1443 kg/s	Riverside	ferret	1.0179 m^2	545	0.5437	0.3564	305 kg/s	guinea pig		366 m^3
0	239 mph	NULL	San Jose	rabbit	0.8851 m^2	701	0.791	0.4908	-167 kg/s	hamster	0.6297	51 m^3
5	269 mph	0.6377 kg/s	Oakland	rat	0.0415 m^2	270	0.8168	0.7015	666 kg/s	chicken		1162 m^3
1	1091 mph	0.0395 kg/s	Anaheim	ferret	0.6322 m^2	235	0.8522	0.3067	866 kg/s	reptile	-0.0741	487 m^3
1	1010 mph	0.5609 kg/s	Anaheim	ferret	0.7812 m^2	473	0.8389	0.2795	814 kg/s	guinea pig	0.4438	480 m^3
0	169 mph	0.2904 kg/s	San Jose	guinea pig	0.8347 m^2	850	0.9422	0.5913	373 kg/s	hamster	0.8414	-42 m^3
4	560 mph	0.6306 kg/s	Long Beach	chicken	0.4883 m^2	450	0.6259	0.3709	45 kg/s	pig	0.5399	400 m^3
5	212 mph	0.7021 kg/s	Long Beach	hamster	0.1283 m^2	-100	0.9316	1.0805	742 kg/s	rabbit	0.864	648 m^3
4	621 mph	0.8978 kg/s	Moreno Valley	chicken	0.5833 m^2	647	0.6134	0.3887	456 kg/s	pig	0.7256	452 m^3
5	-31 mph	0.6942 kg/s	Long Beach	rat	0.4078 m^2	186	0.9466	0.9163	866 kg/s	rabbit	0.8871	816 m^3
4	610 mph	0.8403 kg/s	Chula Vista	cat	0.3379 m^2	318	0.2486	0.3941	496 kg/s	pig	0.6263	502 m^3
4	867 mph	0.8078 kg/s	Chula Vista	chicken	0.3978 m^2	645	0.5049	0.332	282 kg/s	pig	0.7867	262 m^3
3	372 mph	0.2659 kg/s	San Francisco	dog	0.5597 m^2	797	0.1638	0.0411	827 kg/s	rat	0.2392	1124 m^3
4	512 mph	0.6374 kg/s	Stockton	cat	0.4212 m^2	657	0.3245	0.1506	436 kg/s	pig	0.4426	617 m^3
1	945 mph	0.4624 kg/s	RIVERSIDE	ferret	0.9672 m^2	431	0.71	0.3986	524 kg/s	guinea pig	0.0411	216 m^3
5	128 mph	0.9631 kg/s	Long Beach	hamster	0.0685 m^2	146	1.0439	0.9891	707 kg/s	rabbit	0.6323	913 m^3
0	183 mph	0.4963 kg/s	San Jose	rabbit	1.101 m^2	450	0.5717	0.5689	271 kg/s	hamster	0.8229	139 m^3
1	781 mph	0.5981 kg/s	Irvine	ferret	0.7459 m^2	637	0.5801	0.1561	664 kg/s	guinea pig	0.0963	492 m^3
3	64 mph	0.5364 kg/s	Fremont	pig, fish	0.6679 m^2	1014	-0.2253	0.3073	891 kg/s	guinea pig	0.1622	1006 m^3
5	-12 mph	0.6513 kg/s	Oakland	rat	0.2229 m^2	300	0.6857	0.8291	914 kg/s	RABBIT	0.7748	878 m^3
1	832 mph	0.5316 kg/s	Stockton	ferret	0.9055 m^2	614	0.5886	0.4894	675 kg/s	guinea pig	0.0715	215 m^3
0	343 mph	0.39 kg/s	Oakland	guinea pig	1.1022 m^2	825	0.755	0.6882	39 kg/s	reptile	0.7829	27 m^3
0	176 mph	0.4355 kg/s	San Jose	Guinea Pig	1.0565 m^2	608	0.8054	0.3142	294 kg/s	reptile	0.9685	-286 m^3
2	670 mph	0.1603 kg/s	Modesto	reptile	0.2074 m^2	548	0.4196	0.9751	433 kg/s	dog	0.2171	799 m^3
1	994 mph	0.5022 kg/s	Riverside	ferret	0.6391 m^2	435	0.9275	0.4291	604 kg/s	guinea pig	0.2043	238 m^3
4	533 mph	0.3375 kg/s	San Bernardino	guinea pig	0.5992 m^2	554	0.3955	0.0958	410 kg/s	ferret	0.6381	473 m^3
3	421 mph	0.5023 kg/s	Fremont	dog	0.5625 m^2	923	-0.155	0.2686	779 kg/s	chicken	0.2609	1073 m^3
5	-44 mph	0.8147 kg/s	Oakland	hamster	0.2364 m^2	109	0.7534	0.8087	859 kg/s	chicken	0.5894	686 m^3
1	1147 mph	0.3758 kg/s	Irvine	FERRET	0.8537 m^2	424	0.7153	0.4917	630 kg/s	guinea pig	0.2307	271 m^3
2	732 mph	-0.1203 kg/s	Modesto	reptile	0.3856 m^2	148	0.2861	0.9151	222 kg/s	dog	0.6903	804 m^3
2	632 mph	0.2527 kg/s	Santa Ana	bird	0.5354 m^2	189	0.1792	1.1026	415 kg/s	fish	0.6402	704 m^3
4	726 mph	0.8776 kg/s	Chula Vista	chicken	0.6659 m^2	430	0.5459	0.1978	183 kg/s	ferret	0.4375	288 m^3
4	675 mph	0.8275 kg/s	sANTA cLARITA	chicken	0.4794 m^2	479	0.4209	0.2688	251 kg/s	pig	0.5048	467 m^3
5	-43 mph	0.769 kg/s	Oakland	hamster	-0.0765 m^2	n/a	0.8624	0.7282	744 kg/s	cat	0.9169	684 m^3
4	587 mph	0.7489 kg/s	Bakersfield	reptile	0.6262 m^2	913	0.1061	0.5043	142 kg/s	ferret	0.6929	294 m^3
1	791 mph	0.4449 kg/s	Oakland	ferret	0.7856 m^2	126		0.5227	496 kg/s	guinea pig	0.1776	198 m^3
0	155 mph	0.158 kg/s	San Jose	guinea pig	0.8373 m^2	655	0.6104	0.5289	142 kg/s	hamster	0.8888	44 m^3
0	235 mph	0.2966 kg/s	San Jose	rabbit	0.822 m^2	493	0.9848	0.6127	114 kg/s	reptile	0.9152	101 m^3
0	250 mph	0.1735 kg/s	San Jose	rabbit	1.0753 m^2	619	0.6702	0.5307	109 kg/s	reptile	0.9987	47 m^3
4	566 mph	0.9552 kg/s	Stockton	chicken	0.4643 m^2	640	0.4452	0.0779	255 kg/s	pig	0.625	267 m^3
1	725 mph	0.3187 kg/s	Riverside	ferret	0.9252 m^2	559	0.5812	0.3285	429 kg/s	rabbit	0.145	480 m^3
1	837 mph	0.4039 kg/s	Riverside	ferret	0.7899 m^2	779	0.8643	0.4678	397 kg/s	guinea pig	0.1235	230 m^3
0	150 mph	0.36 kg/s	San Jose	guinea pig	0.9691 m^2	713	0.5396	0.5932	303 kg/s	reptile	0.7141	-47 m^3
5	60 mph	0.9796 kg/s	Oakland	hamster	0.1705 m^2	179	0.9345	0.7181	628 kg/s	chicken	0.9074	1016 m^3
3	453 mph	0.2575 kg/s	Fremont	fish, dog	0.6766 m^2	1299	-0.0921	-0.0643	988 kg/s	rat	0.3866	1040 m^3
3	463 mph	0.4519 kg/s	San Francisco	pig, fish	0.8086 m^2	808	0.136	0.2811	891 kg/s	rat	-0.0335	?
0	328 mph	0.1537 kg/s	Oakland	rabbit	1.0628 m^2	906	0.8326	0.6332	409 kg/s	reptile	0.6357	121 m^3
1	827 mph	0.4748 kg/s	Riverside	ferret	0.8782 m^2	375	0.7692	0.482	542 kg/s	hamster	0.2982	441 m^3
5	-73 mph	0.8336 kg/s	Anaheim	hamster	0.3969 m^2	-84	0.8219	0.869	710 kg/s	guinea pig	0.6934	657 m^3
2	675 mph	0.147 kg/s	Santa Ana	reptile	0.1379 m^2	134	0.1155	1.1222	470 kg/s	dog	0.4775	792 m^3
2	770 mph	-0.0168 kg/s	Santa Ana	reptile	0.283 m^2	201	0.179	0.9224	160 kg/s	DOG	0.5927	579 m^3
1	869 mph	0.2788 kg/s	Anaheim	ferret	0.6515 m^2	596	0.7016	0.4495	435 kg/s	guinea pig	0.0126	280 m^3
1	982 mph	0.4762 kg/s	Irvine	ferret	0.909 m^2	813	N/A	0.1203	821 kg/s		0.2479	406 m^3
5	-9 mph	0.812 kg/s	Irvine	hamster	0.0773 m^2	2	0.8401	0.7544	832 kg/s	cat	0.9949	765 m^3
2	619 mph	-0.0407 kg/s	Bakersfield	reptile	0.5309 m^2	-73	0.2935	0.9259	821 kg/s	dog	0.5421	417 m^3
4	705 mph	0.58 kg/s	Bakersfield	cat	0.4898 m^2	389	0.8258	0.4812	381 kg/s	pig	0.7579	269 m^3
1	1126 mph	0.3151 kg/s	Riverside	ferret	0.8958 m^2	590	0.573	0.2023	514 kg/s	pig	0.1706	242 m^3
0	305 mph	0.4041 kg/s	San Jose	guinea pig	0.7993 m^2	521	1.1223	0.4902	78 kg/s	reptile	1.009	-245 m^3
4	499 mph	0.7697 kg/s	Santa Clarita	cat	0.6424 m^2	377	0.4026	0.2885	613 kg/s	ferret	0.413	380 m^3
0	188 mph	0.0858 kg/s	San Jose	guinea pig	0.8475 m^2	716	0.7325	0.655	70 kg/s	hamster	0.7463	54 m^3
3	418 mph	0.5058 kg/s	Fremont	fish, pig	0.6516 m^2	1160	0.3135	0.1193	836 kg/s	rat	0.2497	842 m^3
0	80 mph	0.424 kg/s	Santa Clarita	guinea pig	0.8259 m^2	806	0.5614	0.5012	17 kg/s	hamster	0.8554	-4 m^3
0	249 mph	0.349 kg/s	San Jose	rabbit	0.7037 m^2	786	0.6772	0.4448	218 kg/s	hamster	0.6541	-177 m^3
0	-9 mph	0.2296 kg/s	San Jose	guinea pig	1.2115 m^2	626	0.7854	0.445	43 kg/s	hamster	0.8524	-91 m^3
5	54 mph	0.9604 kg/s	Long Beach	hamster	0.0714 m^2	50	1.1051	0.8503	989 kg/s	rabbit	0.7166	717 m^3
3	299 mph	0.3338 kg/s	Fremont	dog	0.7342 m^2	1122	-0.092	0.1778	702 kg/s	rat	0.1647	805 m^3
4	711 mph	0.793 kg/s	Santa Clarita	chicken	0.4704 m^2	440	0.3309	0.3407	112 kg/s	Pig	0.6969	204 m^3
4	637 mph	0.6293 kg/s	Chula Vista	cat	0.6783 m^2	528	0.23	0.262	539 kg/s	pig	0.6013	237 m^3
3	306 mph	0.3918 kg/s	San Francisco	dog	0.6951 m^2	1356	-0.0425	0.3366	1207 kg/s	bird	0.1862	971 m^3
5	330 mph	0.6145 kg/s	Oakland	hamster	0.156 m^2	-18	0.7824	1.0223	743 kg/s	chicken	0.6808	877 m^3
5	112 mph	1.0136 kg/s	Long Beach	rat	0.3445 m^2	-32	0.6795	0.6571	824 kg/s	rabbit	0.6952	704 m^3
2	795 mph	0.2356 kg/s	Modesto	bird	0.292 m^2	331	0.4455	0.9116	247 kg/s	fish	0.4391	762 m^3
1	971 mph	0.1767 kg/s	Riverside	ferret	0.8959 m^2	304	0.833	0.4612	663 kg/s	guinea pig	0.0418	547 m^3
1	1056 mph	0.2886 kg/s	Irvine	ferret	0.8341 m^2	518	0.6362	0.3017	478 kg/s	guinea pig	0.1043	283 m^3
5	-274 mph	0.9108 kg/s	Oakland	hamster	0.1229 m^2	-127	0.8146	0.7829	744 kg/s	cat	0.713	614 m^3
3	223 mph	0.2798 kg/s	Fremont	pig	0.6999 m^2	972	0.1034	0.0375	1030 kg/s	bird	0.3437	1135 m^3
3	518 mph	0.4458 kg/s	San Francisco	dog, fish	0.7116 m^2	924	-0.1861	0.0862	778 kg/s	bird	0.1156	1098 m^3
2	768 mph	0.1861 kg/s	Oakland	reptile	0.1888 m^2	174	0.3749	1.3108	232 kg/s	dog	0.5366	631 m^3
4	547 mph	0.9546 kg/s	Fremont	chicken	0.7378 m^2	645	0.3833	0.4357	170 kg/s	ferret	0.5015	474 m^3
3	505 mph	0.647 kg/s	San Francisco	DOG	0.7906 m^2	952	0.3836	0.0806	768 kg/s	rat	0.1769	1041 m^3
3	422 mph	0.4805 kg/s	San Francisco	pig	0.8167 m^2	1099	0.2299	0.1105	857 kg/s	rat	0.1667	966 m^3
4	613 mph	0.5194 kg/s	Bakersfield	cat	0.5231 m^2	530	0.049	0.3221	645 kg/s	ferret	0.7732	473 m^3
4	520 mph	0.6785 kg/s	Chula Vista	bird	0.5748 m^2	455	0.4894	0.2741	311 kg/s	hamster	0.6292	169 m^3
5	138 mph	1.003 kg/s	Long Beach	guinea pig	0.0269 m^2	N/A	0.8279	0.787	804 kg/s	cat	0.8693	669 m^3
3	407 mph	0.7283 kg/s	San Francisco	pig	0.662 m^2	1030	0.0484	0.3129	674 kg/s	rat		1052 m^3
1	1019 mph	0.2177 kg/s	Riverside	ferret	0.9533 m^2	316	0.8147	0.4394	575 kg/s	guinea pig	0.2017	422 m^3
2	771 mph	0.3048 kg/s	Los Angeles	N/A	0.3467 m^2	369	0.3421	1.02	?	fish	0.4423	622 m^3
2	738 mph	0.1559 kg/s	fresno	bird	0.3901 m^2	341	0.239	1.0618	460 kg/s	fish	0.6694	681 m^3
0	393 mph	0.1974 kg/s	San Jose	rabbit	1.1753 m^2	737	0.7184	0.6029	219 kg/s	reptile	0.7471	78 m^3
0	406 mph	0.1964 kg/s	san jose	guinea pig	0.8383 m^2	653	0.4901	0.4081	138 kg/s	reptile	0.7244	0 m^3
2	696 mph	0.0751 kg/s	San Diego	bird	0.3133 m^2	473	0.0999	0.907	270 kg/s	dog	0.4422	669 m^3
1	1061 mph	0.3735 kg/s	Anaheim	ferret	0.8343 m^2	633	0.309	0.3957	749 kg/s	guinea pig	0.053	518 m^3
0	60 mph	0.4063 kg/s	San Jose	rabbit	1.1603 m^2	729	0.6998	0.5654	-235 kg/s	reptile	0.9653	-47 m^3
